Burned_Class,Elevation_m,Slope_deg,Aspect_deg,Longitude,Latitude
Unburned,3404,23.22,168.81,-73.99942943619163,-13.578216003252955
Unburned,3969,23.55,252.72,-74.00401084414065,-13.520005172842012
Unburned,4152,21.93,276.93,-73.98622420151509,-13.527281526643371
Unburned,4137,16.96,248.18,-74.00023791994735,-13.518388205330588
Unburned,4187,29.58,124.78,-73.96062221591768,-13.55288351224079
Unburned,3669,34.01,245.94,-73.96116120508815,-13.600584053827525
Unburned,3901,16.13,300.26,-74.00535831706682,-13.526742537472906
Unburned,3956,20.45,249.68,-73.97894784771371,-13.557195425604554
Unburned,3871,18.65,320.12,-74.00562781165206,-13.525125569961496
Unburned,3655,29.7,159.49,-73.98164279356607,-13.57336510071871
Unburned,3675,27.22,129.01,-73.97274947225328,-13.569322681940172
Unburned,3981,43.98,211.18,-73.95711878630961,-13.584414378713383
Unburned,3979,11.34,265.37,-73.95846625923579,-13.555578458093144
Unburned,3819,12.77,180.0,-73.98352925566273,-13.559620876871683
Unburned,4087,25.45,315.59,-73.96223918342909,-13.576060046571065
Unburned,3572,30.72,348.69,-73.97921734229895,-13.57525156281536
Unburned,4109,14.13,195.34,-73.96439514011098,-13.559081887701204
Unburned,4046,23.27,312.64,-73.96466463469622,-13.578216003252955
Unburned,3943,14.28,259.0,-73.97813936395801,-13.563932790235448
Unburned,3827,33.52,258.72,-73.96735958054857,-13.584414378713383
Unburned,4162,28.46,112.84,-73.96897654805998,-13.545607158439417
Unburned,3783,16.22,311.91,-74.00023791994735,-13.538600299223283
Unburned,3877,12.54,323.2,-73.97086301015663,-13.576329541156305
Unburned,4060,9.93,202.36,-73.98002582605466,-13.530515461666205
Unburned,3414,32.19,148.06,-74.01802456257292,-13.566358241502577
Unburned,3549,19.13,106.26,-74.0058973062373,-13.566627736087817
Unburned,4140,22.84,182.27,-73.95388485128677,-13.545876653024656
Unburned,3592,34.41,173.02,-73.95307636753107,-13.608938385969843
Unburned,3652,33.14,187.33,-73.9600832267472,-13.60220102133895
Unburned,3877,12.51,282.65,-74.00454983331112,-13.505452465239266
Unburned,4067,41.45,267.9,-73.96493412928145,-13.55207502848507
Unburned,3968,34.02,320.11,-73.96035272133244,-13.572556616963006
Unburned,3868,15.15,259.67,-73.9819122881513,-13.555847952678384
Unburned,3606,32.61,220.61,-73.97247997766806,-13.590612754173797
Unburned,4157,23.63,294.02,-73.99915994160641,-13.514884775722528
Unburned,4093,23.27,318.84,-73.98352925566273,-13.539408782978988
Unburned,3577,21.23,279.6,-74.00562781165206,-13.558273403945499
Unburned,4071,5.0,337.64,-73.9886496527822,-13.489013295539884
Unburned,4084,6.9,285.53,-73.98757167444126,-13.505452465239266
Unburned,4182,15.83,273.27,-73.97382745059423,-13.547224125950827
Unburned,3917,38.7,293.84,-73.95738828089485,-13.591421237929517
Unburned,3996,16.19,257.11,-74.00320236038495,-13.511650840699694
Unburned,3627,24.29,206.28,-73.98703268527079,-13.575790551985826
Unburned,3931,20.74,247.38,-73.99942943619163,-13.500332068119796
Unburned,4042,33.67,90.0,-73.97086301015663,-13.55476997433744
Unburned,3881,15.37,302.01,-73.99700398492452,-13.538061310052818
Unburned,3678,21.0,319.39,-73.98838015819697,-13.568244703599227
Unburned,3489,9.2,180.0,-73.97140199932711,-13.594924667537576
Unburned,3247,23.27,227.36,-74.0134431546239,-13.57525156281536
Unburned,4104,26.61,140.85,-73.98083430981036,-13.52943748332526
Unburned,3562,17.77,204.57,-73.99215308239027,-13.577946508667715
Unburned,4110,21.07,245.16,-73.99996842536211,-13.521083151182957
Unburned,4087,22.89,294.94,-73.98891914736744,-13.5086864002621
Unburned,3942,12.35,261.49,-73.99350055531644,-13.5334799021038
Unburned,3530,24.29,206.28,-73.95954423757674,-13.60543495636177
Unburned,4260,12.01,326.8,-73.98083430981036,-13.491169252221773
Unburned,3912,24.68,115.01,-73.94499152997399,-13.594924667537576
Unburned,3650,21.8,240.95,-73.99673449033928,-13.567166725258282
Unburned,4161,26.72,330.25,-73.95334586211631,-13.560429360627388
Unburned,3605,37.32,253.98,-73.95738828089485,-13.605165461776544
Unburned,3864,29.61,274.9,-73.96843755888952,-13.561776833553573
Unburned,3401,6.46,180.0,-73.97544441810565,-13.595733151293281
Unburned,3721,17.67,195.15,-73.97409694517947,-13.567166725258282
Unburned,3940,18.55,209.75,-73.96493412928145,-13.568514198184467
Unburned,4232,8.95,252.04,-73.97167149391235,-13.546146147609882
Unburned,4097,18.44,267.22,-73.97544441810565,-13.550188566388421
Unburned,4019,32.87,126.96,-73.95873575382103,-13.581719432861014
Unburned,3771,19.95,216.61,-74.01128719794201,-13.522700118694367
Unburned,4170,24.36,293.16,-73.95280687294584,-13.579832970764365
Unburned,4053,35.44,294.17,-73.96466463469622,-13.549649577217956
Unburned,4185,21.39,352.67,-73.9886496527822,-13.497906616852667
Unburned,4096,25.05,273.97,-73.98891914736744,-13.526203548302426
Unburned,4036,31.88,297.94,-73.95604080796866,-13.553691995996495
Unburned,3745,25.77,159.83,-73.99080560946409,-13.565549757746872
Unburned,3807,27.7,107.95,-73.98541571775938,-13.555308963507905
Unburned,4146,9.67,118.37,-73.97274947225328,-13.555308963507905
Unburned,4084,14.13,277.39,-73.9878411690265,-13.488474306369419
Unburned,3741,25.45,224.41,-73.97517492352041,-13.57686853032677
Unburned,4134,14.97,165.58,-73.98730217985603,-13.5259340537172
Unburned,4073,16.66,210.06,-73.94418304621828,-13.583875389542904
Unburned,3951,16.64,192.88,-73.97948683688419,-13.5545004797522
Unburned,3219,16.88,230.2,-74.00050741453258,-13.583875389542904
Unburned,3703,15.02,263.07,-74.01479062755008,-13.535635858785689
Unburned,3926,20.0,332.79,-74.00562781165206,-13.512998313625879
Unburned,3444,37.74,237.06,-73.95819676465055,-13.608938385969843
Unburned,3690,24.65,151.86,-73.98245127732179,-13.57309560613347
Unburned,3603,20.39,137.77,-73.97086301015663,-13.591151743344277
Unburned,3672,11.12,205.06,-73.97140199932711,-13.589804270418092
Unburned,3385,25.52,341.7,-74.00374134955541,-13.57740751949725
Unburned,3425,28.16,228.3,-73.99781246868022,-13.572556616963006
Unburned,4115,15.86,155.77,-73.98218178273655,-13.544259685513232
Unburned,3994,18.81,241.62,-74.00481932789636,-13.518388205330588
Unburned,3086,26.35,203.79,-74.00454983331112,-13.586570335395258
Unburned,4101,20.0,152.78,-73.98541571775938,-13.53321040751856
Unburned,4203,13.89,233.9,-73.99188358780503,-13.522161129523901
Unburned,3981,30.53,154.94,-73.95657979713914,-13.568783692769692
Unburned,3563,8.86,121.28,-73.9773308802023,-13.57309560613347
Unburned,3805,26.0,314.19,-73.97167149391235,-13.566358241502577
Unburned,3493,23.64,98.51,-74.00481932789636,-13.570670154866356
Unburned,3210,17.77,155.43,-73.99969893077687,-13.585761851639553
Unburned,3760,31.39,259.3,-73.99457853365739,-13.561776833553573
Unburned,4161,16.24,332.79,-73.98945813653792,-13.497637122267427
Unburned,4069,28.26,129.24,-73.95738828089485,-13.551805533899845
Unburned,3257,19.13,253.74,-73.98379875024796,-13.59788910797517
Unburned,3911,13.89,233.9,-74.0058973062373,-13.512189829870174
Unburned,3531,20.57,257.54,-73.98245127732179,-13.581719432861014
Unburned,4156,12.51,257.35,-73.98622420151509,-13.52809001039909
Unburned,3545,32.98,209.19,-73.95388485128677,-13.609477375140308
Unburned,3348,22.08,196.7,-73.9886496527822,-13.581719432861014
Unburned,3947,23.54,96.4,-73.94364405704782,-13.590073765003332
Unburned,3893,23.81,134.19,-74.00185488745876,-13.534018891274279
Unburned,3603,29.6,207.97,-73.96250867801433,-13.6003145592423
Unburned,3639,20.39,137.77,-73.98757167444126,-13.565010768576393
Unburned,3687,21.74,232.5,-73.99619550116881,-13.560429360627388
Unburned,4167,18.43,295.93,-73.99215308239027,-13.501679541045966
Unburned,4115,19.22,239.28,-73.99969893077687,-13.521352645768182
Unburned,3457,19.28,229.62,-74.01020921960108,-13.570400660281116
Unburned,3974,14.13,195.34,-73.95873575382103,-13.555578458093144
Unburned,4134,11.2,310.83,-73.94256607870688,-13.577946508667715
Unburned,3861,26.09,279.51,-73.96709008596333,-13.586839829980498
Unburned,3236,28.05,270.0,-73.9886496527822,-13.584414378713383
Unburned,3789,39.19,310.93,-74.00940073584536,-13.512998313625879
Unburned,3310,23.27,132.64,-74.00562781165206,-13.57471257364488
Unburned,3551,24.34,194.94,-73.95900524840626,-13.605165461776544
Unburned,3592,10.49,244.08,-74.0142516383796,-13.547493620536066
Unburned,3818,23.32,247.95,-73.99403954448692,-13.55638694184885
Unburned,3393,29.73,229.31,-73.9840682448332,-13.584414378713383
Unburned,3650,16.25,141.05,-73.99915994160641,-13.560429360627388
Unburned,4135,20.3,164.33,-73.94633900290017,-13.5755210574006
Unburned,3922,17.75,261.27,-74.0029328657997,-13.505721959824506
Unburned,3455,29.51,146.02,-74.00616680082254,-13.572287122377766
Unburned,3488,33.05,221.72,-73.95738828089485,-13.608938385969843
Unburned,3725,34.68,204.16,-73.95388485128677,-13.606782429287954
Unburned,3907,33.0,184.41,-73.97786986937277,-13.564741273991167
Unburned,3967,23.51,144.96,-73.98352925566273,-13.549110588047476
Unburned,3423,18.14,207.22,-74.00940073584536,-13.571478638622061
Unburned,4108,15.0,248.75,-74.00050741453258,-13.520274667427238
Unburned,4239,26.16,308.77,-73.95038142167871,-13.571478638622061
Unburned,3270,24.7,282.19,-74.02368394886287,-13.567705714428762
Unburned,3468,13.77,172.19,-73.98056481522514,-13.588456797491922
Unburned,3671,25.69,208.99,-73.96897654805998,-13.590612754173797
Unburned,4039,27.59,278.91,-73.96655109679287,-13.55665643643409
Unburned,4167,21.11,151.68,-73.94822546499682,-13.592229721685221
Unburned,3336,25.83,254.48,-73.9819122881513,-13.591151743344277
Unburned,3755,18.81,298.37,-74.00050741453258,-13.544259685513232
Unburned,4092,11.28,215.76,-73.98811066361174,-13.546146147609882
Unburned,3307,15.34,114.4,-74.0172160788172,-13.570131165695877
Unburned,4163,14.13,344.66,-73.98056481522514,-13.539408782978988
Unburned,4074,37.6,263.97,-73.96439514011098,-13.550188566388421
Unburned,4142,24.67,115.02,-73.99134459863457,-13.525664559131961
Unburned,3805,16.13,300.26,-74.00940073584536,-13.521352645768182
Unburned,3610,17.66,242.77,-74.01667708964673,-13.541025750490412
Unburned,3874,33.24,207.22,-73.96439514011098,-13.570131165695877
Unburned,4074,26.72,330.25,-73.95873575382103,-13.57336510071871
Unburned,3978,18.72,17.15,-73.99673449033928,-13.506260948994985
Unburned,3930,27.12,257.22,-73.99754297409498,-13.530515461666205
Unburned,4097,30.95,268.45,-73.97544441810565,-13.544529180098472
Unburned,3848,15.34,245.6,-73.98245127732179,-13.555847952678384
Unburned,3235,13.12,270.0,-74.00643629540777,-13.577677014082475
Unburned,3342,14.35,139.39,-74.00266337121447,-13.572287122377766
Unburned,4198,24.97,228.66,-73.97786986937277,-13.526473042887666
Unburned,4091,19.95,285.52,-73.96412564552574,-13.5792939815939
Unburned,4244,8.34,173.48,-73.98918864195268,-13.501410046460741
Unburned,3383,16.92,142.97,-73.97921734229895,-13.597080624219466
Unburned,3746,28.31,334.36,-73.96709008596333,-13.571748133207286
Unburned,4140,11.3,90.0,-73.94741698124112,-13.57740751949725
Unburned,4171,18.55,330.26,-73.9856852123446,-13.491169252221773
Unburned,4057,26.04,287.35,-73.95415434587201,-13.589265281247627
Unburned,3345,25.33,207.22,-74.01694658423197,-13.567975209013987
Unburned,4099,21.85,265.37,-73.97436643976471,-13.558542898530739
Unburned,3997,26.61,140.85,-73.99781246868022,-13.525395064546721
Unburned,3601,22.69,222.63,-73.97813936395801,-13.583875389542904
Unburned,3596,15.13,233.21,-74.0142516383796,-13.545876653024656
Unburned,3776,35.33,190.83,-73.97113250474187,-13.567436219843522
Unburned,3352,9.24,174.13,-73.97975633146942,-13.599236580901355
Unburned,4185,17.25,254.89,-73.973557956009,-13.548032609706532
Unburned,3624,13.99,212.33,-74.00428033872589,-13.558542898530739
Unburned,4028,32.08,151.43,-73.96143069967339,-13.583605894957664
Unburned,4091,17.57,272.93,-73.99403954448692,-13.499793078949317
Unburned,3926,25.12,264.05,-73.9916140932198,-13.560968349797854
Unburned,4118,21.5,302.29,-73.97760037478754,-13.531054450836685
Burned,4194,25.01,296.82,-73.96196968884385,-13.547763115121306
Burned,3487,29.71,244.81,-73.96035272133244,-13.605704450947009
Burned,3130,6.53,188.36,-74.00374134955541,-13.586031346224793
Burned,4081,20.11,234.93,-73.95388485128677,-13.549919071803195
Burned,4140,13.7,223.08,-73.95226788377536,-13.549110588047476
Burned,4067,26.94,304.99,-73.95496282962772,-13.55288351224079
Burned,4192,21.61,310.83,-73.95307636753107,-13.55396149058172
Burned,3525,23.08,188.99,-74.0096702304306,-13.560159866042149
Burned,3559,27.31,270.0,-73.95765777548009,-13.606243440117488
Burned,4122,30.68,319.8,-73.95280687294584,-13.551266544729366
Burned,3653,28.14,194.42,-74.00185488745876,-13.560159866042149
Burned,4100,24.39,312.72,-73.95361535670155,-13.551805533899845
Burned,3596,24.26,265.88,-74.01586860589103,-13.545876653024656
Burned,3538,23.08,171.01,-74.00751427374871,-13.559890371456909
Burned,4086,26.52,303.47,-73.95469333504249,-13.553153006826015
Burned,4123,33.57,311.18,-73.95307636753107,-13.551536039314605
Burned,4147,22.75,311.02,-73.95280687294584,-13.55207502848507
Burned,4046,25.46,302.95,-73.95496282962772,-13.55234452307031
Burned,3539,25.07,200.86,-73.99889044702117,-13.567436219843522
Burned,3661,19.56,242.9,-74.00374134955541,-13.55665643643409
Burned,3480,32.3,302.53,-73.99673449033928,-13.576599035741545
Burned,3533,19.93,231.33,-73.9600832267472,-13.604626472606064
Burned,3651,7.2,292.62,-74.0096702304306,-13.553691995996495
Burned,4049,15.57,225.81,-73.95280687294584,-13.595733151293281
Burned,3674,17.66,242.77,-74.00320236038495,-13.55638694184885
Burned,3359,26.96,170.58,-74.01613810047627,-13.568244703599227
Burned,4056,19.43,233.38,-73.95280687294584,-13.595463656708041
Burned,4160,24.91,314.19,-73.95334586211631,-13.553422501411255
Burned,4159,15.83,273.27,-73.95226788377536,-13.547493620536066
Burned,3505,18.99,212.16,-73.95900524840626,-13.606243440117488
Burned,3296,32.05,190.73,-74.02233647593668,-13.569053187354932
Burned,3421,6.74,163.62,-73.97921734229895,-13.594924667537576
Burned,3595,25.82,285.52,-74.01586860589103,-13.544529180098472
Burned,3170,30.39,186.52,-74.00185488745876,-13.584953367883848
Burned,3502,29.04,201.1,-73.95981373216196,-13.606243440117488
Burned,3505,18.99,212.16,-73.95900524840626,-13.605973945532249
Burned,3603,28.16,131.71,-74.0058973062373,-13.55638694184885
Burned,3460,24.74,190.41,-73.95496282962772,-13.610555353481253
Burned,3925,34.23,167.27,-73.95738828089485,-13.588187302906682
Burned,4182,16.86,195.95,-73.95334586211631,-13.544798674683712
Burned,3959,27.31,270.0,-73.9563103025539,-13.590343259588572
Burned,4109,2.94,18.93,-73.94418304621828,-13.57686853032677
Burned,3564,24.81,235.93,-74.0058973062373,-13.559620876871683
Burned,4198,16.13,300.25,-73.95307636753107,-13.55423098516696
Burned,4024,35.54,122.94,-73.94606950831493,-13.593307700026166
Burned,3367,38.78,275.78,-74.02260597052192,-13.566627736087817
Burned,4091,21.28,213.77,-73.95307636753107,-13.593577194611392
Burned,3283,15.41,176.54,-73.99996842536211,-13.582527916616733
Burned,4004,23.47,265.72,-73.9765223964466,-13.561237844383093
Burned,4148,15.34,245.6,-73.9525373783606,-13.548032609706532
Burned,3278,38.64,187.18,-74.02071950842527,-13.570131165695877
Burned,3319,31.65,271.5,-74.01452113296484,-13.569592176525411
Burned,3287,22.91,151.78,-74.00239387662923,-13.583066905787199
Burned,4205,16.57,237.05,-73.95011192709347,-13.548302104291771
Burned,3625,18.6,223.83,-74.00185488745876,-13.560698855212628
Burned,3494,23.64,278.51,-74.01479062755008,-13.557464920189794
Burned,3445,35.0,218.2,-73.96035272133244,-13.607051923873193
Burned,3362,14.4,198.93,-73.99862095243593,-13.58064145452007
Burned,4159,13.6,254.48,-73.95226788377536,-13.547763115121306
Burned,3537,19.83,139.73,-74.01128719794201,-13.559351382286444
Burned,3900,35.13,288.79,-73.95711878630961,-13.589804270418092
Burned,3551,31.78,276.0,-74.01371264920914,-13.558273403945499
Burned,4141,24.22,267.94,-73.95280687294584,-13.547493620536066
Burned,3447,20.47,218.67,-73.96143069967339,-13.605165461776544
Burned,4189,18.6,261.7,-73.95145940001966,-13.546954631365601
Burned,3071,22.18,172.96,-74.00428033872589,-13.587109324565738
Burned,3554,11.15,170.27,-74.00940073584536,-13.566897230673042
Burned,3456,24.56,196.95,-73.99915994160641,-13.569053187354932
Burned,3737,20.56,257.54,-74.00185488745876,-13.55638694184885
Burned,3602,23.06,213.21,-74.00374134955541,-13.560429360627388
Burned,4180,15.66,230.55,-73.98811066361174,-13.495481165585552
Burned,3508,24.15,167.12,-74.01020921960108,-13.560429360627388
Burned,3441,13.73,242.37,-74.01101770335679,-13.569861671110637
Burned,3479,29.7,164.77,-74.01748557340244,-13.565010768576393
Burned,4174,24.07,19.6,-73.99242257697551,-13.513537302796344
Burned,3340,25.21,97.91,-74.00697528457825,-13.57525156281536
Burned,3711,29.62,255.15,-74.00239387662923,-13.55665643643409
Burned,4120,16.92,217.03,-73.9525373783606,-13.549649577217956
Burned,3374,20.28,277.55,-73.98218178273655,-13.594655172952336
Burned,4161,26.61,320.85,-73.97786986937277,-13.532132429177615
Burned,3611,18.89,205.98,-74.00239387662923,-13.560698855212628
Burned,3539,24.7,282.19,-74.01398214379438,-13.558273403945499
Burned,3575,25.48,132.79,-74.00643629540777,-13.558273403945499
Burned,4213,13.77,172.19,-73.99457853365739,-13.515693259478233
Burned,3679,20.45,249.68,-74.0029328657997,-13.55665643643409
Burned,3474,34.69,127.45,-74.01398214379438,-13.562585317309278
Burned,3569,28.84,178.27,-74.00778376833395,-13.559351382286444
Burned,3494,30.13,223.52,-73.9600832267472,-13.605973945532249
Burned,3796,27.43,200.67,-73.96789856971904,-13.588726292077148
Burned,3382,9.1,204.57,-73.99889044702117,-13.579563476179139
Burned,3088,35.41,212.6,-74.00320236038495,-13.587109324565738
Burned,3539,26.94,197.15,-73.95873575382103,-13.60543495636177
Burned,4191,18.5,264.45,-73.95145940001966,-13.546685136780361
Burned,4068,18.31,252.94,-73.95307636753107,-13.59438567836711
Burned,3364,30.98,266.91,-74.01371264920914,-13.570131165695877
Burned,3568,8.29,180.0,-74.00724477916349,-13.567975209013987
Burned,4163,21.02,265.17,-73.95226788377536,-13.546685136780361
Burned,3812,34.59,284.97,-73.95900524840626,-13.591151743344277
Burned,3610,17.75,261.27,-73.96466463469622,-13.59600264587852
Burned,3487,14.78,190.92,-73.99673449033928,-13.572017627792526
Burned,4122,31.12,314.19,-73.95334586211631,-13.55207502848507
Burned,4213,13.77,172.19,-73.99430903907216,-13.515693259478233
Burned,3532,23.28,227.36,-73.96466463469622,-13.60004506465706
Burned,4102,8.75,212.74,-73.95388485128677,-13.547224125950827
Burned,3505,12.53,244.08,-73.96762907513381,-13.59788910797517
Burned,3578,33.61,218.79,-73.95684929172437,-13.607051923873193
Burned,4049,22.01,288.68,-73.95469333504249,-13.551536039314605
Burned,3685,26.38,256.79,-74.00266337121447,-13.556925931019315
Burned,3440,12.75,201.59,-73.97463593434995,-13.59438567836711
Burned,3480,16.66,210.06,-73.97382745059423,-13.593038205440926
Burned,3225,14.78,190.92,-73.98703268527079,-13.587378819150977
Burned,3462,26.52,135.52,-74.01371264920914,-13.562585317309278
Burned,3609,21.09,129.01,-74.00643629540777,-13.556925931019315
Burned,3556,21.8,240.95,-74.0058973062373,-13.559890371456909
Burned,3458,20.54,198.13,-73.95981373216196,-13.607051923873193
Burned,3619,20.59,127.09,-74.00562781165206,-13.555308963507905
Burned,3468,16.58,237.06,-73.97274947225328,-13.594924667537576
Burned,4117,3.01,287.95,-73.94499152997399,-13.576060046571065
Burned,3513,3.92,256.34,-74.00832275750442,-13.560429360627388
Burned,3481,35.93,250.43,-73.95900524840626,-13.607590913043659
Burned,3892,35.78,292.45,-73.95711878630961,-13.589534775832853
Burned,3468,41.83,284.67,-74.01532961672055,-13.559351382286444
Burned,4208,18.81,241.63,-73.94984243250825,-13.548571598877011
Burned,3607,19.29,202.37,-74.00266337121447,-13.560698855212628
Burned,3832,40.31,259.0,-73.95900524840626,-13.592229721685221
Burned,4155,15.71,242.59,-73.95145940001966,-13.549380082632716
Burned,3475,23.75,186.52,-73.95496282962772,-13.610285858896027
Burned,3587,26.55,132.86,-74.006705789993,-13.558273403945499
Burned,3472,13.1,220.09,-73.97382745059423,-13.593307700026166
Burned,4082,33.39,242.18,-73.93960163826928,-13.581719432861014
Burned,3184,37.41,197.75,-74.00428033872589,-13.584683873298609
Burned,3302,26.56,268.14,-74.00320236038495,-13.581988927446254
Burned,3494,31.67,256.34,-74.01479062755008,-13.557734414775034
Burned,3508,18.81,241.63,-74.01452113296484,-13.556925931019315
Burned,3674,17.66,242.77,-74.00347185497017,-13.55638694184885
Burned,4117,6.0,287.95,-73.94526102455923,-13.57686853032677
Burned,3208,27.97,167.32,-74.00832275750442,-13.579832970764365
Burned,3510,14.33,225.81,-73.97382745059423,-13.591960227099982
Burned,4177,22.89,4.52,-73.99269207156074,-13.513537302796344
Burned,4160,27.81,307.87,-73.95199838919012,-13.551266544729366
Burned,4114,1.85,0.0,-73.94580001372971,-13.576329541156305
Burned,3494,30.13,223.52,-73.9600832267472,-13.606243440117488
Burned,4225,11.33,274.63,-73.98514622317414,-13.496559143926483
Burned,3511,34.58,255.03,-74.01452113296484,-13.559081887701204
Burned,3541,8.0,143.69,-74.00643629540777,-13.569053187354932
Burned,3431,11.12,205.06,-73.97490542893517,-13.594655172952336
Burned,3565,28.4,126.79,-74.00697528457825,-13.559081887701204
Burned,3673,22.62,211.29,-73.97086301015663,-13.568783692769692
Burned,3469,13.4,237.06,-73.97382745059423,-13.593577194611392
Burned,3582,24.15,213.86,-74.00805326291919,-13.559081887701204
Burned,4182,14.14,262.61,-73.9517288946049,-13.546415642195122
Burned,4008,17.46,140.55,-73.98299026649225,-13.534288385859504
Burned,3492,28.41,287.41,-74.01479062755008,-13.559081887701204
Burned,3621,24.37,210.97,-74.00347185497017,-13.560159866042149
Burned,3925,32.2,281.87,-73.9563103025539,-13.588726292077148
Burned,3971,7.59,299.06,-73.99700398492452,-13.497906616852667
Burned,3313,15.41,176.54,-74.00401084414065,-13.58064145452007
Burned,3575,8.34,186.52,-74.00401084414065,-13.561507338968333
Burned,3550,26.85,187.56,-74.00832275750442,-13.559620876871683
Burned,4204,20.75,292.62,-73.95038142167871,-13.5507275555589
Burned,4193,20.18,252.04,-73.95145940001966,-13.546146147609882
Burned,4161,16.19,282.89,-73.98541571775938,-13.525664559131961
Burned,3545,12.32,207.22,-74.00751427374871,-13.568783692769692
Burned,3792,41.16,141.06,-74.00562781165206,-13.543181707172288
Burned,3608,30.28,309.62,-73.9630476671848,-13.59788910797517
Burned,4195,15.33,283.66,-73.95038142167871,-13.550188566388421
Burned,3516,25.9,180.0,-73.9592747429915,-13.605704450947009
Burned,3863,28.14,139.17,-74.00428033872589,-13.536444342541394
Burned,3475,12.75,201.59,-73.97086301015663,-13.59600264587852
Burned,3434,36.08,233.14,-73.95819676465055,-13.609207880555083
Burned,3511,5.86,198.93,-74.00859225208966,-13.560429360627388
Burned,3597,25.25,234.31,-73.95657979713914,-13.606782429287954
Burned,3467,34.57,119.56,-74.0142516383796,-13.563393801064983
Burned,3872,25.01,268.01,-73.95846625923579,-13.592229721685221
Burned,3596,9.29,322.35,-74.006705789993,-13.561776833553573
Burned,3108,36.33,187.81,-74.00454983331112,-13.586300840810033
Burned,3353,35.98,240.63,-74.01398214379438,-13.569592176525411
Burned,4078,26.32,306.1,-73.95469333504249,-13.55288351224079
Burned,3930,35.09,275.29,-73.95684929172437,-13.590073765003332
Burned,3419,31.78,289.85,-74.01829405715814,-13.562854811894503
Burned,3585,13.07,134.19,-74.00535831706682,-13.562315822724038
Burned,3606,10.48,195.67,-74.00454983331112,-13.559081887701204
Burned,3598,37.46,209.99,-73.95846625923579,-13.604626472606064
Burned,4173,17.77,236.24,-73.95226788377536,-13.545876653024656
Burned,4191,16.19,282.88,-73.95065091626395,-13.55045806097366
Burned,3958,30.24,270.0,-73.9563103025539,-13.590612754173797
Burned,3439,35.55,111.25,-74.00374134955541,-13.569322681940172
Burned,4175,15.33,256.34,-73.95199838919012,-13.546146147609882
Burned,3267,52.7,294.01,-74.00643629540777,-13.57875499242342
Burned,3315,32.19,192.22,-73.99484802824263,-13.583066905787199
Burned,4072,28.58,304.38,-73.95415434587201,-13.551805533899845
Burned,3541,13.29,163.62,-74.01101770335679,-13.559081887701204
Burned,4207,18.8,182.8,-73.99484802824263,-13.515962754063473
Burned,3630,29.7,200.51,-74.002124382044,-13.560429360627388
Burned,3477,31.07,186.35,-74.0172160788172,-13.565010768576393
Burned,3828,31.79,289.85,-73.95873575382103,-13.591151743344277
Burned,4091,28.07,299.05,-73.95442384045725,-13.55288351224079
Burned,3686,20.75,247.38,-74.00239387662923,-13.558812393115979
Burned,4208,14.16,300.89,-73.9525373783606,-13.55396149058172
Burned,3564,23.15,256.87,-73.95765777548009,-13.606512934702714
Burned,4159,13.73,242.37,-73.95199838919012,-13.548302104291771
Burned,4198,25.88,304.55,-73.96062221591768,-13.545876653024656
Burned,4212,26.94,304.99,-73.96035272133244,-13.545876653024656
Burned,3478,28.81,238.0,-73.96035272133244,-13.605973945532249
Burned,4027,7.81,103.66,-73.94121860578069,-13.582527916616733
Burned,3565,27.34,155.24,-73.98838015819697,-13.572556616963006
Burned,4101,30.69,287.46,-73.95415434587201,-13.55261401765555
Burned,3426,14.33,225.81,-73.97706138561706,-13.594655172952336
Burned,3460,13.29,196.38,-73.96331716177004,-13.604087483435599
Burned,4114,8.43,295.92,-73.94418304621828,-13.57740751949725
Burned,3741,25.05,266.03,-74.00158539287352,-13.556925931019315
Burned,4169,18.44,267.22,-73.95199838919012,-13.547493620536066
Burned,3907,25.47,281.77,-73.95657979713914,-13.588726292077148
Burned,4167,24.68,299.56,-73.95388485128677,-13.55423098516696
Burned,3501,25.08,128.5,-74.00616680082254,-13.571209144036821
Burned,3866,32.19,258.13,-73.99296156614598,-13.558812393115979
Burned,4112,2.09,332.78,-73.94445254080352,-13.57740751949725
Burned,3537,24.74,190.41,-74.00805326291919,-13.559890371456909
Burned,3527,9.62,197.15,-74.00751427374871,-13.560159866042149
Burned,3392,12.32,152.78,-73.97894784771371,-13.59627214046376
Burned,4199,13.17,231.5,-73.95092041084918,-13.547224125950827
Burned,3803,21.51,189.73,-73.99323106073122,-13.564202284820688
Burned,3608,23.72,212.05,-74.00347185497017,-13.560429360627388
Burned,3391,43.87,303.76,-74.01856355174338,-13.562585317309278
Burned,4186,13.89,233.9,-73.95065091626395,-13.548571598877011
Burned,4147,25.25,305.7,-73.95388485128677,-13.553422501411255
Burned,4179,23.24,296.89,-73.95361535670155,-13.55423098516696
Burned,4191,15.71,242.59,-73.95065091626395,-13.548302104291771
Burned,3657,31.22,195.95,-73.95496282962772,-13.607321418458433
Burned,4165,15.13,233.21,-73.9517288946049,-13.548302104291771
Burned,3634,8.95,252.05,-74.00428033872589,-13.557734414775034
Burned,3524,20.37,238.46,-73.9630476671848,-13.60193152675371
Burned,4183,12.48,228.82,-73.95145940001966,-13.547493620536066
Burned,3440,16.89,241.33,-73.97436643976471,-13.594655172952336
Burned,3447,13.08,225.81,-73.96547311845192,-13.602470515924175
Burned,3581,34.11,152.15,-73.99457853365739,-13.569592176525411
